date,gear,stratum,mesh ,length,trip.start,trip.end,soak.min,chinook,chum,sockeye ,sheefish,whitefish
6/17/2023,Drift,C,6,150,7:30,10:20,40,4,0,1,0,0
6/17/2023,Drift,C,6,150,6:30,11:15,210,38,0,1,0,0
6/17/2023,Drift,C,5.75,170,8:00,11:30,225,13,0,7,0,0
6/17/2023,Drift,C,6,105,7:00,12:15,105,11,0,2,1,0
6/17/2023,Drift,C,4,150,10:00,12:20,120,1,0,1,2,0
6/17/2023,Drift,C,4.5,120,6:00,12:01,150,0,6,0,0,0
6/17/2023,Drift,C,6,150,7:15,12:30,150,10,0,7,0,0
6/17/2023,Set,C,4,60,7:50,12:21,270,6,0,2,0,0
6/17/2023,Drift,C,5.75,75,9:00,12:34,180,5,2,2,0,0
6/17/2023,Drift,C,4,150,9:00,13:00,210,1,3,0,0,0
6/17/2023,Drift,C,6,150,7:30,13:00,180,5,1,4,0,0
6/17/2023,Drift,C,6,150,7:30,13:13,300,9,5,6,0,0
6/17/2023,Drift,B,5.875,75,8:00,13:40,70,6,2,12,0,0
6/17/2023,Drift,B,6,150,7:00,13:50,400,26,2,3,1,0
6/17/2023,Drift,C,6,150,9:00,12:30,180,2,0,3,0,0
6/17/2023,Drift,C,6,150,7:30,12:37,300,18,0,6,0,0
6/17/2023,Drift,C,6,150,6:15,12:58,300,12,10,20,0,0
6/17/2023,Drift,C,5,100,7:15,13:02,35,3,0,4,0,0
6/17/2023,Drift,C,5.25,150,6:30,13:15,120,4,0,15,0,0
6/17/2023,Drift,C,5.5,70,8:00,13:48,150,15,0,26,2,1
6/17/2023,Drift,C,6,150,7:00,11:15,180,2,0,2,1,0
6/17/2023,Drift,B,5.875,300,7:00,11:20,180,4,2,2,0,0
6/17/2023,Drift,C,6,150,7:00,11:50,175,12,0,15,1,0
6/17/2023,Drift,B,6,150,8:30,12:30,180,9,0,6,0,0
6/17/2023,Drift,B,6,300,6:00,12:35,160,51,18,6,0,0
6/17/2023,Drift,C,6,120,11:30,13:00,120,15,0,0,0,0
6/17/2023,Drift,C,6,150,7:00,13:10,150,36,6,6,1,0
6/17/2023,Drift,C,6,150,7:00,14:10,180,3,0,5,0,0
6/17/2023,Drift,C,6,150,8:00,12:35,240,3,0,5,0,0
6/17/2023,Drift,C,6,150,7:00,12:55,210,8,3,5,1,0
6/17/2023,Drift,C,5.5,120,7:30,13:10,180,5,1,8,0,0
6/17/2023,Drift,C,6,150,6:00,13:20,120,14,6,3,0,0
6/17/2023,Drift,C,5.5,150,7:30,13:00,300,12,0,0,0,1
6/17/2023,Drift,C,6,150,9:30,14:20,300,38,6,8,0,0
6/17/2023,Drift,C,6,150,7:00,13:30,360,9,3,3,0,0
6/17/2023,Drift,C,6,150,11:45,14:40,90,3,0,1,0,0
6/17/2023,Drift,A,7.875,270,7:30,14:45,180,23,10,20,0,0
6/17/2023,Drift,C,6,150,11:00,14:55,120,9,1,0,0,0
6/17/2023,Drift,C,6,150,7:00,15:15,450,33,0,5,0,0
6/17/2023,Drift,C,4.5,60,12:00,15:20,180,2,4,4,0,0
6/17/2023,Drift,C,5.375,60,10:30,15:20,120,5,0,2,0,0
6/17/2023,Drift,C,6,150,14:30,15:28,50,0,0,1,0,0
6/17/2023,Drift,C,5.75,130,6:45,15:30,260,9,4,5,1,0
6/17/2023,Drift,C,6,100,6:30,15:35,300,23,0,4,1,0
6/17/2023,Drift,B,7.75,150,8:30,15:40,200,7,2,5,1,1
6/17/2023,Drift,C,6,150,7:30,13:13,300,9,5,6,0,0
6/17/2023,Drift,B,5.875,75,8:00,13:40,70,6,2,12,0,0
6/17/2023,Drift,B,6,150,7:00,13:50,400,26,2,3,1,0
