Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Kuskokwim River Sonar,,,2019,05/31,Kuskokwim River Sonar,Chinook,784,784,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/01,Kuskokwim River Sonar,Chinook,788,788,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/02,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/03,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/04,Kuskokwim River Sonar,Chinook,1124,1124,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/05,Kuskokwim River Sonar,Chinook,869,869,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/06,Kuskokwim River Sonar,Chinook,3567,3567,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/07,Kuskokwim River Sonar,Chinook,4078,4078,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/08,Kuskokwim River Sonar,Chinook,2514,2514,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/09,Kuskokwim River Sonar,Chinook,3055,3055,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/10,Kuskokwim River Sonar,Chinook,7158,7158,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/11,Kuskokwim River Sonar,Chinook,4737,4737,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/12,Kuskokwim River Sonar,Chinook,2097,2097,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/13,Kuskokwim River Sonar,Chinook,3247,3247,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/14,Kuskokwim River Sonar,Chinook,4082,4082,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/15,Kuskokwim River Sonar,Chinook,1705,1705,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/16,Kuskokwim River Sonar,Chinook,4277,4277,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/17,Kuskokwim River Sonar,Chinook,6565,6565,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/18,Kuskokwim River Sonar,Chinook,2833,2833,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/19,Kuskokwim River Sonar,Chinook,5588,5588,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/20,Kuskokwim River Sonar,Chinook,5182,5182,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/21,Kuskokwim River Sonar,Chinook,10877,10877,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/22,Kuskokwim River Sonar,Chinook,12770,12770,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/23,Kuskokwim River Sonar,Chinook,6844,6844,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/24,Kuskokwim River Sonar,Chinook,5784,5784,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/25,Kuskokwim River Sonar,Chinook,3766,3766,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/26,Kuskokwim River Sonar,Chinook,5859,5859,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/27,Kuskokwim River Sonar,Chinook,6375,6375,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/28,Kuskokwim River Sonar,Chinook,7560,7560,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/29,Kuskokwim River Sonar,Chinook,7844,7844,Calculated,Sonar
Kuskokwim River Sonar,,,2019,06/30,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/01,Kuskokwim River Sonar,Chinook,4319,4319,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/02,Kuskokwim River Sonar,Chinook,1988,1988,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/03,Kuskokwim River Sonar,Chinook,4505,4505,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/04,Kuskokwim River Sonar,Chinook,3624,3624,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/05,Kuskokwim River Sonar,Chinook,502,502,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/06,Kuskokwim River Sonar,Chinook,796,796,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/07,Kuskokwim River Sonar,Chinook,932,932,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/08,Kuskokwim River Sonar,Chinook,625,625,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/09,Kuskokwim River Sonar,Chinook,1460,1460,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/10,Kuskokwim River Sonar,Chinook,1964,1964,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/11,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/12,Kuskokwim River Sonar,Chinook,520,520,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/13,Kuskokwim River Sonar,Chinook,3436,3436,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/14,Kuskokwim River Sonar,Chinook,3031,3031,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/16,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/17,Kuskokwim River Sonar,Chinook,769,769,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/19,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/20,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/21,Kuskokwim River Sonar,Chinook,443,443,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/23,Kuskokwim River Sonar,Chinook,563,563,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/24,Kuskokwim River Sonar,Chinook,520,520,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2019,07/26,Kuskokwim River Sonar,Chinook,746,746,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/01,Kuskokwim River Sonar,Chinook,,,No Data,Sonar
Kuskokwim River Sonar,,,2020,06/02,Kuskokwim River Sonar,Chinook,,,No Data,Sonar
Kuskokwim River Sonar,,,2020,06/03,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/04,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/05,Kuskokwim River Sonar,Chinook,815,815,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/06,Kuskokwim River Sonar,Chinook,677,677,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/07,Kuskokwim River Sonar,Chinook,375,375,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/08,Kuskokwim River Sonar,Chinook,984,984,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/09,Kuskokwim River Sonar,Chinook,1190,1190,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/10,Kuskokwim River Sonar,Chinook,1089,1089,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/11,Kuskokwim River Sonar,Chinook,1300,1300,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/12,Kuskokwim River Sonar,Chinook,2059,2059,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/13,Kuskokwim River Sonar,Chinook,464,464,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/14,Kuskokwim River Sonar,Chinook,342,342,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/15,Kuskokwim River Sonar,Chinook,2637,2637,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/16,Kuskokwim River Sonar,Chinook,894,894,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/17,Kuskokwim River Sonar,Chinook,993,993,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/18,Kuskokwim River Sonar,Chinook,2355,2355,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/19,Kuskokwim River Sonar,Chinook,2691,2691,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/20,Kuskokwim River Sonar,Chinook,2005,2005,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/21,Kuskokwim River Sonar,Chinook,2073,2073,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/22,Kuskokwim River Sonar,Chinook,2605,2605,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/23,Kuskokwim River Sonar,Chinook,2840,2840,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/24,Kuskokwim River Sonar,Chinook,2620,2620,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/25,Kuskokwim River Sonar,Chinook,2935,2935,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/26,Kuskokwim River Sonar,Chinook,4243,4243,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/27,Kuskokwim River Sonar,Chinook,3161,3161,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/28,Kuskokwim River Sonar,Chinook,1337,1337,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/29,Kuskokwim River Sonar,Chinook,6626,6626,Calculated,Sonar
Kuskokwim River Sonar,,,2020,06/30,Kuskokwim River Sonar,Chinook,7657,7657,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/01,Kuskokwim River Sonar,Chinook,4433,4433,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/02,Kuskokwim River Sonar,Chinook,5018,5018,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/03,Kuskokwim River Sonar,Chinook,3038,3038,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/04,Kuskokwim River Sonar,Chinook,1706,1706,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/05,Kuskokwim River Sonar,Chinook,2212,2212,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/06,Kuskokwim River Sonar,Chinook,4554,4554,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/07,Kuskokwim River Sonar,Chinook,5681,5681,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/08,Kuskokwim River Sonar,Chinook,2108,2108,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/09,Kuskokwim River Sonar,Chinook,3357,3357,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/10,Kuskokwim River Sonar,Chinook,3252,3252,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/11,Kuskokwim River Sonar,Chinook,1663,1663,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/12,Kuskokwim River Sonar,Chinook,3557,3557,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/13,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/14,Kuskokwim River Sonar,Chinook,1638,1638,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/15,Kuskokwim River Sonar,Chinook,2129,2129,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/16,Kuskokwim River Sonar,Chinook,2032,2032,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/18,Kuskokwim River Sonar,Chinook,568,568,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/19,Kuskokwim River Sonar,Chinook,447,447,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/20,Kuskokwim River Sonar,Chinook,166,166,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/21,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/23,Kuskokwim River Sonar,Chinook,450,450,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/27,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/28,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/29,Kuskokwim River Sonar,Chinook,189,189,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/30,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,07/31,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/01,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/02,Kuskokwim River Sonar,Chinook,860,860,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/03,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/04,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/05,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/06,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/07,Kuskokwim River Sonar,Chinook,322,322,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/08,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/09,Kuskokwim River Sonar,Chinook,225,225,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/10,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/11,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/12,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/13,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/14,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/16,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/17,Kuskokwim River Sonar,Chinook,192,192,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/19,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/20,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/21,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/23,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2020,08/26,Kuskokwim River Sonar,Chinook,,,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/01,Kuskokwim River Sonar,Chinook,249,249,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/02,Kuskokwim River Sonar,Chinook,261,261,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/03,Kuskokwim River Sonar,Chinook,236,236,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/04,Kuskokwim River Sonar,Chinook,747,747,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/05,Kuskokwim River Sonar,Chinook,993,993,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/06,Kuskokwim River Sonar,Chinook,858,858,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/07,Kuskokwim River Sonar,Chinook,792,792,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/08,Kuskokwim River Sonar,Chinook,950,950,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/09,Kuskokwim River Sonar,Chinook,848,848,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/10,Kuskokwim River Sonar,Chinook,1102,1102,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/11,Kuskokwim River Sonar,Chinook,1626,1626,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/12,Kuskokwim River Sonar,Chinook,1332,1332,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/13,Kuskokwim River Sonar,Chinook,2528,2528,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/14,Kuskokwim River Sonar,Chinook,2667,2667,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/15,Kuskokwim River Sonar,Chinook,2731,2731,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/16,Kuskokwim River Sonar,Chinook,1019,1019,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/17,Kuskokwim River Sonar,Chinook,1700,1700,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/18,Kuskokwim River Sonar,Chinook,1375,1375,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/19,Kuskokwim River Sonar,Chinook,2585,2585,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/20,Kuskokwim River Sonar,Chinook,2745,2745,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/21,Kuskokwim River Sonar,Chinook,2059,2059,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/22,Kuskokwim River Sonar,Chinook,3125,3125,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/23,Kuskokwim River Sonar,Chinook,1476,1476,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/24,Kuskokwim River Sonar,Chinook,3261,3261,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/25,Kuskokwim River Sonar,Chinook,3788,3788,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/26,Kuskokwim River Sonar,Chinook,1459,1459,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/27,Kuskokwim River Sonar,Chinook,4330,4330,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/28,Kuskokwim River Sonar,Chinook,2751,2751,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/29,Kuskokwim River Sonar,Chinook,4219,4219,Calculated,Sonar
Kuskokwim River Sonar,,,2021,06/30,Kuskokwim River Sonar,Chinook,2367,2367,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/01,Kuskokwim River Sonar,Chinook,5223,5223,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/02,Kuskokwim River Sonar,Chinook,3101,3101,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/03,Kuskokwim River Sonar,Chinook,3692,3692,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/04,Kuskokwim River Sonar,Chinook,1770,1770,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/05,Kuskokwim River Sonar,Chinook,1500,1500,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/06,Kuskokwim River Sonar,Chinook,2331,2331,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/07,Kuskokwim River Sonar,Chinook,3625,3625,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/08,Kuskokwim River Sonar,Chinook,3647,3647,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/09,Kuskokwim River Sonar,Chinook,3217,3217,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/10,Kuskokwim River Sonar,Chinook,1521,1521,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/11,Kuskokwim River Sonar,Chinook,1716,1716,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/12,Kuskokwim River Sonar,Chinook,1933,1933,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/13,Kuskokwim River Sonar,Chinook,273,273,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/14,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/15,Kuskokwim River Sonar,Chinook,966,966,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/16,Kuskokwim River Sonar,Chinook,4907,4907,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/17,Kuskokwim River Sonar,Chinook,1585,1585,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/18,Kuskokwim River Sonar,Chinook,947,947,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/19,Kuskokwim River Sonar,Chinook,1078,1078,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/20,Kuskokwim River Sonar,Chinook,1133,1133,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/21,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
